Tiempo,,Velocidad,,R,,T,
3,48985074632785,2,9604914555267,26243,85,9808,7
3,49085820901443,2,92047643820325,27501,45,9808,7
3,49186567170102,2,88352592193008,27417,61,9712,55
3,4928731343876,2,84964319544736,27249,93,9680,71
3,49388059707418,2,81883127444999,27082,25,9712,55
3,49488805976077,2,7910929013192,26998,41,9712,55
3,49589552244735,2,76643054487848,27333,77,9553,35
3,49690298513394,2,74484640017381,26663,5,9712,55
3,49791044782052,2,72634238827831,26495,37,9744,39
3,49891791050711,2,71092015612126,26495,37,9489,67
3,49992537319369,2,69858107634154,26579,21,9489,67
3,50093283588027,2,68932624716538,26830,73,9585,19
3,50194029856686,2,68315649230873,26914,57,9680,71
3,50294776125344,2,68007236090383,26830,73,9871,75
3,50395522394003,2,68007412745043,26746,89,9808,7
3,50496268662661,2,68316179179129,26243,85,9521,51
3,5059701493132,2,68933507911224,26579,21,9808,7
3,50697761199978,2,69859343996661,27333,77,9617,3
3,50798507468636,2,71093605032414,26663,5,9744,39
3,50899253737295,2,72636181164434,26830,73,9744,39
3,51000000005953,2,74486935097424,26746,89,10190,15
3,51100746274612,2,76645702107061,26998,41,9744,39
3,5120149254327,2,79112290054653,26830,73,9903,59
3,51302238811929,2,81886479404248,27166,9,9776,23
3,51402985080587,2,84968023242163,26579,21,9967,27
3,51503731349245,2,8835664729897,26495,37,9808,7
3,51604477617904,2,92052049973902,26579,21,9871,75
3,51705223886562,2,96053902361696,26830,73,9808,7
3,51805970155221,3,36184828187,26914,57,9903,59
3,51906716423879,3,4975504310423,26663,5,10062,79
3,52007462692537,3,9894459813959,26243,85,9999,11
3,52108208961196,3,15118276986239,26076,17,10221,99
3,52208955229854,3,20646490887147,26579,21,10094,63
3,52309701498513,3,26478609484066,26579,21,10030,95
3,52410447767171,3,32614113695678,26663,5,10062,79
3,5251119403583,3,39052457438161,26411,53,9871,75
3,52611940304488,3,4579306767379,25908,49,10030,95
3,52712686573146,3,52835344461946,25908,49,10062,79
3,52813432841805,3,60178661012506,25992,33,10253,83
3,52914179110463,3,67822363741636,26243,85,10094,63
3,53014925379122,3,75765772329957,25908,49,10190,15
3,5311567164778,3,84008179783101,26160,1,9999,11
3,53216417916439,3,92548852494634,25908,49,10285,67
3,53317164185097,4,1387030311348,25824,65,10190,15
3,53417910453755,4,10521926600919,25824,65,10253,83
3,53518656722414,4,19952728321924,25573,13,10444,87
3,53619402991072,4,29678596096198,26243,85,10349,35
3,53720149259731,4,39698664283549,25824,65,10667,75
3,53820895528389,4,50012041058797,26411,53,10413,3
3,53921641797048,4,60617808491155,26076,17,10190,15
3,54022388065706,4,71515022625924,26076,17,10349,35
3,54123134334364,4,82702713568513,25489,29,9999,11
3,54223880603023,4,94179885570761,25740,81,10126,47
3,54324626871681,5,5945517119561,25824,65,10253,83
3,5442537314034,5,17998561027782,25824,65,10381,19
3,54526119408998,5,30337944527472,25573,13,10253,83
3,54626865677657,5,42962569365336,25489,29,10413,3
3,54727611946315,5,55871311900488,25489,29,10253,83
3,54828358214973,5,69063023204457,25908,49,10381,19
3,54929104483632,5,82536529163445,26327,69,10317,51
3,5502985075229,5,96290630582835,25824,65,10508,55
3,55130597020949,6,10324103293915,25656,97,10476,71
3,55231343289607,6,24635698262838,26243,85,10317,51
3,55332089558266,6,39224141701791,25992,33,10444,87
3,55432835826924,6,54088135182368,25740,81,10508,55
3,55533582095582,6,69226355751132,25321,61,10476,71
3,55634328364241,6,84637456047363,24986,25,10476,71
3,55735074632899,7,320064422985,25489,29,10635,91
3,55835820901558,7,16272785064638,25321,61,10476,71
3,55936567170216,7,3249419811792,24818,57,10476,71
3,56037313438874,7,48982859813755,25405,45,10476,71
3,56138059707533,7,65737302596892,25573,13,10604,7
3,56238805976191,7,82756035256531,25321,61,10508,55
3,5633955224485,8,37543059033,25153,93,10349,35
3,56440298513508,8,17580287882754,25237,77,10444,87
3,56541044782167,8,35382708354931,25489,29,10444,87
3,56641791050825,8,53443219990657,25321,61,10444,87
3,56742537319483,8,71760215333903,24986,25,10444,87
3,56843283588142,8,90332064100587,25237,77,10476,71
3,569440298568,9,9157113323682,25740,81,10954,31
3,57044776125459,9,28233687500329,26160,1,10572,23
3,57145522394117,9,47560088740964,25237,77,10572,23
3,57246268662776,9,67134596920446,25656,97,10604,7
3,57347014931434,9,86955469831142,25153,93,10635,91
3,57447761200092,10,7020943338,24902,41,10508,55
3,57548507468751,10,2732923153556,25153,93,10635,91
3,57649253737409,10,4787852690689,25153,93,10540,39
3,57750000006068,10,6866700048452,25070,9,10826,95
3,57850746274726,10,8969280201315,24986,25,10413,3
3,57951492543385,11,1095406011437,24818,57,10381,19
3,58052238812043,11,3244888245323,24650,89,10667,75
3,58152985080701,11,5417535590663,25153,93,10667,75
3,5825373134936,11,7613154673365,24650,89,10635,91
3,58354477618018,11,983155007476,25573,13,10572,23
3,58455223886677,12,2072524348998,25237,77,10444,87
3,58555970155335,12,4335878040622,25237,77,10381,19
3,58656716423994,12,6621409702319,24986,25,10508,55
3,58757462692652,12,892891591285,25153,93,10317,51
3,5885820896131,13,1258191295157,25070,9,10572,23
3,58958955229969,13,3609028534638,24902,41,10667,75
3,59059701498627,13,5981218397603,24902,41,10667,75
3,59160447767286,13,8374549749896,24650,89,10635,91
3,59261194035944,14,788809575684,24902,41,10572,23
3,59361940304602,14,322378299642,25070,9,10540,39
3,59462686573261,14,5679253289965,24818,57,10508,55
3,59563432841919,14,8155001909879,24902,41,10731,43
3,59664179110578,15,650808504872,24567,5,10540,39
3,59764925379236,15,3166450938414,24650,89,10540,39
3,59865671647895,15,570170530851,24902,41,10604,7
3,59966417916553,15,8256345967627,24567,5,10508,55
3,60067164185211,16,830145542773,24650,89,10667,75
3,6016791045387,16,3422874955741,24650,89,10604,7
3,60268656722528,16,6034303443493,23980,17,10731,43
3,60369402991187,16,86641985787,24734,73,10667,75
3,60470149259845,17,1312326290432,24231,69,10667,75
3,60570895528504,17,3978450884985,24818,57,10413,3
3,60671641797162,17,6662335066864,24231,69,10476,71
3,6077238806582,17,93637399599,24315,53,10699,59
3,60873134334479,18,2082425128516,24650,89,10444,87
3,60973880603137,18,4818148599118,24818,57,10795,11
3,61074626871796,18,7570666881641,24483,21,10986,15
3,61175373140454,19,339734991213,24315,53,10763,27
3,61276119409113,19,3125106469965,24567,5,10635,91
3,61376865677771,19,5926533408963,24902,41,10635,91
3,61477611946429,19,8743766470275,24147,85,10795,11
3,61578358215088,20,1576554909162,24483,21,10667,75
3,61679104483746,20,4424646596396,24315,53,10667,75
3,61779850752405,20,7287788040701,24399,37,10667,75
3,61880597021063,21,165724411313,24315,53,10731,43
3,61981343289722,21,3058199560662,24231,69,10604,7
3,6208208955838,21,5964956047169,24147,85,10667,75
3,62182835827038,21,8885735158163,23896,33,10540,39
3,62283582095697,22,18202769329,24315,53,10954,31
3,62384328364355,22,476832018571,24231,69,10444,87
3,62485074633014,22,7729602529235,23896,33,10763,27
3,62585820901672,23,70386039779,24483,21,10604,7
3,62686567170331,23,3690829070815,23728,65,10572,23
3,62787313438989,23,669024269644,24231,69,10795,11
3,62888059707647,23,9701834315143,24818,57,10731,43
3,62988805976306,24,2725335883517,23728,65,10699,59
3,63089552244964,24,5760478298121,25153,93,10699,59
3,63190298513623,24,8806991419432,24231,69,10763,27
3,63291044782281,25,1864604095892,24231,69,10763,27
3,63391791050939,25,4933044188039,24147,85,10699,59
3,63492537319598,25,8012038592728,23980,17,10763,27
3,63593283588256,26,1101313267438,23644,81,10604,7
3,63694029856915,26,4200593254666,24147,85,10508,55
3,63794776125573,26,7309602706396,23980,17,10476,71
3,63895522394232,27,428064908651,23812,49,10699,59
3,6399626866289,27,3555702306124,23896,33,10667,75
3,64097014931548,27,6692236526878,23812,49,10476,71
3,64197761200207,27,9837388407125,23644,81,10826,95
3,64298507468865,28,2990878016073,24315,53,10763,27
3,64399253737524,28,6152424680837,24147,85,10763,27
3,64500000006182,28,9321747011423,23896,33,10635,91
3,64600746274841,29,2498562925774,24650,89,10699,59
3,64701492543499,29,5682589674874,23896,33,10763,27
3,64802238812157,29,8873543867915,23896,33,10826,95
3,64902985080816,30,2071141497518,24064,1,10731,43
3,65003731349474,30,5275097965013,24483,21,10508,55
3,65104477618133,30,848512810577,24231,69,10667,75
3,65205223886791,31,1700946214576,23896,33,10763,27
3,6530597015545,31,4922266071068,24147,85,10540,39
3,65406716424108,31,8148800965205,24064,1,10699,59
3,65507462692766,32,1380263722788,24399,37,10922,47
3,65608208961425,32,4616366731018,23477,13,10826,95
3,65708955230083,32,7856821964097,23141,77,10763,27
3,65809701498742,33,1101341008861,24650,89,10922,47
3,659104477674,33,4349635090451,23896,33,10763,27
3,66011194036059,33,7601415098014,23812,49,10604,7
3,66111940304717,34,856391610439,24734,73,10731,43
3,66212686573375,34,411427492211,24147,85,10667,75
3,66313432842034,34,7374775068696,24231,69,10699,59
3,66414179110692,35,63760185296,24064,1,10922,47
3,66514925379351,35,390246487058,24147,85,10763,27
3,66615671648009,35,7169073536006,23980,17,10763,27
3,66716417916668,36,437137108315,23728,65,10763,27
3,66817164185326,36,3706364717094,24064,1,10667,75
3,66917910453984,36,6976465388326,23644,81,10890,63
3,67018656722643,37,247148070287,23141,77,10890,63
3,67119402991301,37,3518121659452,23477,13,10635,91
3,6722014925996,37,6789095026405,24902,41,10699,59
3,67320895528618,38,59777041749,24650,89,10763,27
3,67421641797277,38,3329876602017,23980,17,10858,79
3,67522388065935,38,6599102655587,24147,85,10763,27
3,67623134334593,38,9867164228577,24483,21,10763,27
3,67723880603252,39,3133770450754,24483,21,10476,71
3,6782462687191,39,6398630581412,23812,49,10604,7
3,67925373140569,39,9661454035257,24147,85,10635,91
3,68026119409227,40,2921950408266,24064,1,10699,59
3,68126865677885,40,6179829503535,23980,17,10667,75
3,68227611946544,40,9434801357109,24147,85,10667,75
3,68328358215202,41,2686576263788,24315,53,10604,7
3,68429104483861,41,5934864802914,24483,21,11177,19
3,68529850752519,41,9179377864127,24231,69,10635,91
3,68630597021178,42,2419826673101,24064,1,10763,27
3,68731343289836,42,5655922817244,25573,13,10858,79
3,68832089558494,42,8887378271369,24315,53,10890,63
3,68932835827153,43,2113905423326,24399,37,10826,95
3,69033582095811,43,5335217099606,24231,69,10667,75
3,6913432836447,43,8551026590896,24483,21,10826,95
3,69235074633128,44,17610476776,24483,21,10763,27
3,69335820901787,44,496499465531,24231,69,10763,27
3,69436567170445,44,8162582360242,24650,89,10635,91
3,69537313439103,45,1353526194609,24818,57,10699,59
3,69638059707762,45,4537542151953,24902,41,10699,59
3,6973880597642,45,7714346842427,24734,73,10572,23
3,69839552245079,46,883657518015,24064,1,10699,59
3,69940298513737,46,4045192097695,24986,25,11081,67
3,70041044782396,46,7198669192551,24567,5,10604,7
3,70141791051054,47,343808130811,25070,9,10540,39
3,70242537319712,47,3480328982835,26076,17,10667,75
3,70343283588371,47,6607952586024,23980,17,10667,75
3,70444029857029,47,9726400569669,25070,9,10699,59
3,70544776125688,48,2835395379729,24902,41,10667,75
3,70645522394346,48,593466030353,24818,57,10635,91
3,70746268663005,48,9023919494398,25656,97,10763,27
3,70847014931663,49,2102897996205,25740,81,10699,59
3,70947761200321,49,5171321767849,25824,65,10508,55
3,7104850746898,49,8228917707636,25908,49,10604,7
3,71149253737638,50,1275413677593,25992,33,10572,23
3,71250000006297,50,4310538527688,25908,49,10381,19
3,71350746274955,50,7334022119963,25824,65,10635,91
3,71451492543614,51,345595352577,25824,65,10476,71
3,71552238812272,51,3344990183757,25237,77,10444,87
3,7165298508093,51,6331939655656,26076,17,10476,71
3,71753731349589,51,9306177918114,26160,1,10285,67
3,71854477618247,52,2267440252314,25908,49,10253,83
3,71955223886906,52,5215463094352,26076,17,10572,23
3,72055970155564,52,8149984058687,25992,33,10190,15
3,72156716424223,53,1070741961501,26327,69,10413,3
3,72257462692881,53,3977476843938,25740,81,10349,35
3,72358208961539,53,686992999525,25908,49,10126,47
3,72458955230198,53,9747843975816,25824,65,10221,99
3,72559701498856,54,2610962640058,26076,17,10253,83
3,72660447767515,54,545903115924,26160,1,10094,63
3,72761194036173,54,8291796044148,25992,33,10190,15
3,72861940304831,55,110900516765,26495,37,10253,83
3,7296268657349,55,3910407787138,26160,1,9935,43
3,73063432842148,55,6695754566844,26579,21,9871,75
3,73164179110807,55,9464797600034,27417,61,9871,75
3,73264925379465,56,2217290431069,26495,37,9903,59
3,73365671648124,56,4952988077344,26579,21,10030,95
3,73466417916782,56,7671647051089,26914,57,9999,11
3,7356716418544,57,373025381047,26998,41,9648,87
3,73667910454099,57,3056882634,26914,57,9808,7
3,73768656722757,57,5722979936178,27836,81,9712,55
3,73869402991416,57,8371079994515,27249,93,10094,63
3,73970149260074,58,1000947117769,27249,93,9744,39
3,74070895528733,58,3612347237503,27166,9,9585,19
3,74171641797391,58,6205047928911,27082,25,9489,67
3,74272388066049,58,8778818431513,26914,57,9839,91
3,74373134334708,59,1333429669688,26830,73,9648,87
3,74473880603366,59,3868654273066,26830,73,9648,87
3,74574626872025,59,638426659676,27920,65,9712,55
3,74675373140683,59,8880042741456,27333,77,9457,83
3,74776119409342,60,1355760573334,27249,93,9648,87
3,74876865678,60,3811199743845,27333,77,9553,35
3,74977611946658,60,6246141709318,27249,93,9744,39
3,75078358215317,60,8660369750415,27249,93,9425,99
3,75179104483975,61,1053668991417,26830,73,9457,83
3,75279850752634,61,3425826419349,28004,49,9394,15
3,75380597021292,61,5776630902942,26998,41,9425,99
3,75481343289951,61,8105873211421,26830,73,9489,67
3,75582089558609,62,413346033128,26998,41,9203,11
3,75682835827267,62,2698843993978,26160,1,9521,51
3,75783582095926,62,4962163675729,26830,73,9585,19
3,75884328364584,62,7203103634097,26830,73,9394,15
3,75985074633243,62,9421464416679,27333,77,9266,79
3,76085820901901,63,1617048580705,27501,45,9266,79
3,76186567170559,63,3789660710616,27669,13,9203,11
3,76287313439218,63,5939107435452,26830,73,9234,95
3,76388059707876,63,8065197446065,27417,61,9330,47
3,76488805976535,64,167741512145,27333,77,9617,3
3,76589552245193,64,2246552499064,27249,93,9362,31
3,76690298513852,64,430144538453,27166,9,9489,67
3,7679104478251,64,6332237275056,27836,81,9266,79
3,76891791051168,64,8338747422236,27417,61,9298,63
3,76992537319827,65,320797238837,27333,77,9139,43
3,77093283588485,65,2278210314687,27249,93,9203,11
3,77194029857144,65,4210812432384,27082,25,9553,35
3,77294776125802,65,6118431582794,26663,5,9203,11
3,77395522394461,65,8000897980369,27333,77,9266,79
3,77496268663119,65,9858044078251,27920,65,9075,75
3,77597014931777,66,1689704583189,27417,61,9234,95
3,77697761200436,66,3495716470248,27249,93,9234,95
3,77798507469094,66,5275918997321,27333,77,9139,43
3,77899253737753,66,7030153719435,27585,29,9107,59
3,78000000006411,66,8758264502853,27333,77,9266,79
3,7810074627507,67,460097538969,27166,9,9330,47
3,78201492543728,67,2135501358002,26914,57,9171,27
3,78302238812386,67,378432684247,27669,13,9203,11
3,78402985081045,67,5406427240472,27585,29,9330,47
3,78503731349703,67,700165817874,27501,45,9012,7
3,78604477618362,67,8569877675494,27417,61,9298,63
3,7870522388702,68,110946153078,27417,61,9457,83
3,78805970155679,68,1624726450382,26411,53,9171,27
3,78906716424337,68,3111083835051,27585,29,9234,95
3,79007462692995,68,4569886015476,28088,33,9075,75
3,79108208961654,68,600100315257,27333,77,9171,27
3,79208955230312,68,7404307871322,27249,93,9012,7
3,79309701498971,68,8779675272133,27166,9,8916,55
3,79410447767629,69,126982941937,27585,29,8980,23
3,79511194036288,69,1446110965093,26914,57,9171,27
3,79611940304946,69,2736941934058,26830,73,9075,75
3,79712686573604,69,3999360959837,26914,57,9075,75
3,79813432842263,69,5233255682209,26663,5,8852,87
3,79914179110921,69,6438516279729,27249,93,9012,7
3,8001492537958,69,7615035479497,27249,93,8821,3
3,80115671648238,69,8762708566715,27585,29,9266,79
3,80216417916896,69,9881433393996,27166,9,8948,39
3,80317164185555,70,971110390466,26914,57,9012,7
3,80417910454213,70,2031642570618,28339,85,8980,23
3,80518656722872,70,3062935542948,27585,29,9075,75
3,8061940299153,70,4064897518357,26998,41,9139,43
3,80720149260189,70,5037439318318,27249,93,9234,95
3,80820895528847,70,5980474382816,27166,9,9012,7
3,80921641797505,70,6893918778047,27082,25,9012,7
3,81022388066164,70,7777691203896,27417,61,9075,75
3,81123134334822,70,8631713001168,27333,77,8852,87
3,81223880603481,70,9455908158589,27501,45,8948,39
3,81324626872139,71,250203319572,26914,57,8948,39
3,81425373140798,71,1014527788749,26663,5,8884,71
3,81526119409456,71,1748813538259,27082,25,8980,23
3,81626865678114,71,2452995213803,26998,41,9203,11
3,81727611946773,71,3127010140464,26914,57,8884,71
3,81828358215431,71,3770798328283,26663,5,9107,59
3,8192910448409,71,4384302477598,27669,13,8916,55
3,82029850752748,71,4967467984145,27417,61,8980,23
3,82130597021407,71,5520242943918,27166,9,8884,71
3,82231343290065,71,6042578157788,27166,9,8948,39
3,82332089558723,71,6534427135882,27082,25,9075,75
3,82432835827382,71,6995746101721,27166,9,9139,43
3,8253358209604,71,7426493996118,26914,57,9043,91
3,82634328364699,71,7826632480827,26663,5,8884,71
3,82735074633357,71,8196125941962,27166,9,8884,71
3,82835820902016,71,8534941493162,27417,61,9234,95
3,82936567170674,71,8843048978522,26998,41,8693,67
3,83037313439332,71,9120420975272,27333,77,8980,23
3,83138059707991,71,9367032796223,27249,93,9107,59
3,83238805976649,71,9582862491958,26998,41,8757,35
3,83339552245308,71,9767890852794,26998,41,8948,39
3,83440298513966,71,9922101410483,27752,97,8852,87
3,83541044782625,72,45480439684,26914,57,8884,71
3,83641791051283,72,138016959182,26746,89,8916,55
3,83742537319941,72,199702732867,27249,93,8661,83
3,838432835886,72,230532270461,27333,77,8789,19
